motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:116481430-116481930	608	5.35914	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr1:82633922-82634422_shuf_1	923	5.18598	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr16:8655669-8656169	770	5.17893	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr5:109105614-109106114_shuf_2	2064	5.11175	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:99087546-99088046	591	5.11066	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr2:180447044-180447544	111	5.0735	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr5:96888620-96889120_shuf_2	2057	5.04565	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:32168935-32169435	546	4.99036	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:50038236-50038736	550	4.96134	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr7:20321984-20322484_shuf_1	1250	4.9165	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr2:84681994-84682494	75	4.91572	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr1:134264176-134264676	27	4.9148	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr3:33209986-33210486	115	4.89109	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr9:108709855-108710355	476	4.86624	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr5:130455803-130456303	272	4.81367	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:4577308-4577808_shuf_1	1440	4.7892	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:84636991-84637491	574	4.76207	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr16:32509878-32510378_shuf_1	1686	4.76074	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr6:120124362-120124862	319	4.75015	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr17:25716182-25716682	809	4.73839	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr5:140280103-140280603	278	4.71661	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr2:164599349-164599849	103	4.67826	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:54679507-54680007	554	4.58139	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr5:140280103-140280603_shuf_2	2086	4.56404	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:32150816-32151316	544	4.52195	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr5:118929925-118930425	263	4.42808	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:94195588-94196088	582	4.39379	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr6:144850418-144850918	333	4.39142	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr6:35303479-35303979	297	4.37345	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr14:47973720-47974220_shuf_1	1612	4.3722	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr5:73746596-73747096	243	4.37017	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr16:32508973-32509473	781	4.34753	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr19:45121626-45122126_shuf_2	2702	4.33019	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr13:76003197-76003697_shuf_1	1582	4.32131	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr9:114375900-114376400	479	4.30336	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr19:8994493-8994993	882	4.19307	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr13:96735031-96735531	683	4.17175	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr2:112350165-112350665	85	4.14297	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:69793283-69793783_shuf_1	1473	4.13793	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr6:35303479-35303979_shuf_1	1201	4.13077	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr2:112350165-112350665_shuf_2	1893	4.09869	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr8:74937708-74938208_shuf_2	2223	4.06261	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr1:60399688-60400188	14	4.03532	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr17:35879923-35880423	820	4.01933	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chrX:146984102-146984602	492	3.98806	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr8:4656600-4657100_shuf_1	1308	3.96693	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr8:98213263-98213763_shuf_2	2235	3.96667	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr9:21362669-21363169_shuf_2	2250	3.94012	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr12:35474088-35474588_shuf_2	2428	3.93125	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr7:36132951-36133451	356	3.92336	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr1:136638480-136638980_shuf_2	1841	3.92156	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:95666701-95667201_shuf_1	1490	3.90687	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr16:91352912-91353412_shuf_1	1700	3.88927	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr7:128009271-128009771	385	3.88362	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr10:75308227-75308727	518	3.87944	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr12:70860459-70860959	627	3.85978	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr17:48438405-48438905	831	3.82279	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr17:26079523-26080023_shuf_2	2618	3.82044	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr3:121365443-121365943	143	3.79431	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr2:91483170-91483670_shuf_1	982	3.79342	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr13:94158459-94158959	682	3.7922	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr8:85946910-85947410	418	3.75112	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr5:137730858-137731358	274	3.70793	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr9:59598184-59598684_shuf_2	2263	3.70252	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr5:118932600-118933100	264	3.69622	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr8:24164438-24164938	408	3.69264	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:54679507-54680007_shuf_2	2362	3.68256	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr11:97307228-97307728	589	3.67743	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr5:68206917-68207417	241	3.63611	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chrX:68727375-68727875_shuf_1	1393	3.56306	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr1:36977017-36977517	9	3.55835	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr9:66351709-66352209_shuf_2	2268	3.55291	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr2:84852384-84852884	76	3.54351	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr1:75175758-75176258	16	3.4714	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr19:55293249-55293749	899	3.45789	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr13:56459264-56459764	668	3.44656	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr17:25039617-25040117_shuf_1	1712	3.42407	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr2:122090758-122091258_shuf_1	994	3.4209	fp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr18:62325790-62326290	856	3.4178	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr8:125244307-125244807	437	3.40493	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr2:131039490-131039990	93	3.38629	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr7:26004855-26005355	350	3.38518	tp
JASPAR2018_CORE_non-redundant.meme	MA0493.1	Klf1	chr5:64979146-64979646	237	3.37733	tp
#
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr12:41693214-41693714	621	130.509	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:89056515-89057015	247	68.4527	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr6:117858601-117859101	318	68.3295	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr13:104819581-104820081	687	68.3093	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr8:97963968-97964468	426	68.1447	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr13:76003197-76003697	678	64.5961	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr3:121365443-121365943	143	63.6145	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:106742879-106743379	375	63.2417	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr9:70774506-70775006	464	56.2094	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:45951563-45952063_shuf_1	1138	56.0292	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr4:134537935-134538435	201	54.5944	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:69186639-69187139	566	53.3403	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr16:14166504-14167004_shuf_1	1682	52.8214	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr19:53259935-53260435	898	52.4582	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr3:51034099-51034599_shuf_1	1021	52.4019	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr3:60623494-60623994	120	51.5546	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:111007528-111008028	380	49.9251	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr10:127624308-127624808	530	49.5184	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:97307228-97307728	589	49.1138	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:33374877-33375377_shuf_1	1131	48.9348	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:53839886-53840386	552	48.7746	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr19:55293249-55293749_shuf_1	1803	48.0947	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr14:70506760-70507260	722	46.5907	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr16:10384210-10384710	776	46.5555	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr18:80416878-80417378	865	43.8326	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr4:9588076-9588576	156	43.0422	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr16:32508973-32509473	781	40.4139	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr1:134264176-134264676	27	40.2784	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:111009338-111009838_shuf_1	1285	40.2192	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr4:118241265-118241765	182	40.2057	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr15:73573402-73573902	746	40.1716	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:32168935-32169435	546	39.6509	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr1:181078664-181079164_shuf_2	1856	39.6237	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr3:101355776-101356276	135	39.5539	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:134369100-134369600_shuf_2	2196	39.3387	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr2:103324306-103324806	80	38.7345	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:115139144-115139644_shuf_2	2410	37.0942	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr14:71023664-71024164	724	34.7481	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:96888620-96889120_shuf_1	1153	34.5045	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr1:77295120-77295620	17	33.1711	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr16:12052139-12052639	777	33.0274	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr8:122895507-122896007	436	32.9961	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr2:72858949-72859449_shuf_2	1878	32.8546	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr9:121335571-121336071	485	32.3102	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr10:110604367-110604867	523	32.2377	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr19:17397729-17398229	885	32.1889	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr10:107550272-107550772_shuf_2	2330	29.8616	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr10:40924606-40925106	503	29.4061	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr17:12397641-12398141	804	29.2588	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:110976193-110976693	379	29.1957	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr17:28946038-28946538_shuf_2	2620	29.1102	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:71081136-71081636	363	29.0886	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:32150816-32151316_shuf_1	1448	28.6256	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr13:112446980-112447480	692	28.4086	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr8:126512498-126512998	438	27.8744	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:87539592-87540092	577	27.8108	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:95661713-95662213	585	27.7578	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:97380646-97381146_shuf_1	1154	27.7378	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr1:135693774-135694274_shuf_1	934	27.7203	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:32155989-32156489_shuf_1	1449	27.5833	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr4:42890553-42891053	163	27.3387	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr10:60612188-60612688	515	27.0132	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr1:59010621-59011121	13	26.9101	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr17:43228229-43228729_shuf_2	2632	25.8341	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:101244827-101245327_shuf_2	2177	24.5745	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr8:83025148-83025648	417	24.5362	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr14:69939825-69940325_shuf_2	2529	24.2022	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr1:135846955-135847455	32	24.1358	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:103853790-103854290_shuf_1	1274	23.989	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:151917812-151918312_shuf_2	2210	23.7761	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr8:108344709-108345209	430	23.7739	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:31712260-31712760	542	23.6927	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr9:21069277-21069777	441	23.5698	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr16:30565672-30566172_shuf_2	2587	23.3914	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:138568413-138568913	391	23.294	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:28320389-28320889	353	23.2199	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr15:56455062-56455562	739	23.0027	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:118933399-118933899_shuf_1	1169	22.9294	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:16987193-16987693	343	22.9074	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr6:34857294-34857794_shuf_1	1200	22.8462	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:138127195-138127695_shuf_2	2083	22.8209	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr4:76585118-76585618	172	22.7334	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr19:56465961-56466461	903	22.5701	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr2:25869094-25869594	59	22.3966	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr15:62052572-62053072	743	21.9026	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr2:93306455-93306955	79	21.5721	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr12:70884545-70885045	628	20.6086	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr19:55940202-55940702	901	20.3832	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr1:175901565-175902065_shuf_1	951	20.3117	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr16:45881279-45881779_shuf_2	2596	19.6193	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:104332486-104332986	371	19.2563	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:106135436-106135936_shuf_1	1277	19.0536	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr19:24609085-24609585	889	18.9808	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr8:125244307-125244807	437	18.8999	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr2:180447044-180447544	111	18.825	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:60988818-60989318_shuf_2	2368	18.8156	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr13:3866264-3866764_shuf_2	2462	18.788	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr13:54345920-54346420	667	18.7599	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:77087235-77087735	245	18.7332	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr1:134264176-134264676_shuf_1	931	18.7294	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr17:26651345-26651845	811	18.7091	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr8:87494748-87495248	421	18.674	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr4:118862379-118862879_shuf_2	1993	18.6052	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr17:25003110-25003610_shuf_1	1711	18.2242	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr17:37006052-37006552	822	18.122	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:128112655-128113155	386	17.9263	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr3:107899564-107900064	140	17.9146	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr1:36977017-36977517	9	17.9132	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:64826640-64827140	236	17.8124	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr18:65887979-65888479	859	17.4004	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr1:173210950-173211450	44	17.3554	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr16:91352912-91353412	796	16.7728	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr15:81700365-81700865_shuf_2	2564	16.0288	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr2:121963842-121964342	89	15.9688	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:53839886-53840386_shuf_1	1456	15.8292	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:94858857-94859357	583	15.6875	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:97380646-97381146	250	15.3912	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:27985058-27985558	224	14.9694	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr17:48438405-48438905_shuf_2	2639	14.8635	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr9:44096484-44096984	450	14.4839	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr10:60585889-60586389	514	14.4252	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr4:111203042-111203542_shuf_2	1986	14.2737	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:139930393-139930893	393	13.5978	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr9:98389941-98390441	467	13.3452	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chrX:68727375-68727875	489	13.2409	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:140280103-140280603	278	13.1791	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr10:93585402-93585902	493	13.1348	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr15:98886717-98887217_shuf_2	2574	13.0933	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr19:10736423-10736923	883	12.9979	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr12:41846174-41846674	622	12.9112	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr15:76083898-76084398_shuf_2	2556	12.7443	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr18:62325790-62326290	856	12.7056	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr11:32145483-32145983	543	12.6732	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr17:24339800-24340300_shuf_1	1710	12.6395	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr15:34829703-34830203	733	12.521	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr2:34638536-34639036	65	12.1552	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr12:90222445-90222945	638	12.142	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:33374877-33375377	227	12.0037	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr14:79702842-79703342	725	11.7916	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr9:75406567-75407067	465	11.7705	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr2:150491521-150492021	95	11.6693	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr5:65203205-65203705	239	11.6599	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr4:8631653-8632153_shuf_1	1059	11.5314	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr1:157198529-157199029	39	11.4926	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr13:73580847-73581347_shuf_2	2483	11.3857	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:106951863-106952363_shuf_2	2184	11.2601	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr2:131039490-131039990	93	11.139	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr8:19995528-19996028_shuf_1	1311	11.1341	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr4:76585118-76585618_shuf_2	1980	11.0401	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr14:61272711-61273211	716	11.0111	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr19:5845897-5846397_shuf_2	2681	10.741	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr16:34319201-34319701_shuf_1	1689	10.7164	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr13:73580847-73581347	675	10.711	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr2:84652031-84652531	74	10.7073	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr3:60589028-60589528	119	10.5826	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr4:155335983-155336483_shuf_2	2029	10.4764	fp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr3:104477493-104477993	138	10.4057	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr13:96735031-96735531	683	10.3829	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr2:130961394-130961894	92	10.2711	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr7:134369100-134369600	388	10.0749	tp
JASPAR2018_CORE_non-redundant.meme	MA0482.1	Gata4	chr15:36250677-36251177	734	10.0484	tp
